docid,title,text,book,book_title,chapter_number,chapter_title
373,"SUCKLING PIG, LAUREL FLAVOR ","the pig is boned and garnished with a little wine sauce  parboil with green laurel in the center  and place it in the oven to be roasted sufficiently. meanwhile put in the mortar pepper, lovage, carraway, celery seed, laser root, and laurel berries, crush them, moisten with broth, wine and raisin wine to taste. [put this in a sauce pan and heat] bind [with roux; untie the pig] remove the laurel leaves; incorporate the juice of the bones [from which a gravy has been made in the meantime] and serve.",VIII,QUADRUPEDS,VII,PIG.
374,SUCKLING PIG À LA FRONTO ,"bone the pig, parboil, garnish; in a sauce pan. add broth, wine, bind. when half done, add a bunch of leeks and dill, some reduced must. when cooked wipe the pig clean, let it drip off; sprinkle with pepper, serve.",VIII,QUADRUPEDS,VII,PIG.
375,SUCKLING PIG STEWED IN WINE ,"scald [parboil] the pig [and] marinate  place in a sauce pan [with] oil, broth, wine and water, tie a bunch of leeks and coriander; [cook (in the oven)] when half done color with reduced must. in the mortar put pepper, lovage, carraway, origany, celery seed, laser root and crush them, moisten with broth, add the pig's own gravy and raisin wine to taste. add this [to the meat in the sauce pan] and let it boil. when boiling bind with roux. the pig, placed on a platter, mask [with the sauce] sprinkle with pepper and serve.",VIII,QUADRUPEDS,VII,PIG.
376,PIG À LA CELSINUS ,"prepare [as above] inject [the following dressing made of] pepper, rue, onions, satury, the pig's own gravy [and] eggs through the ear  and of pepper, broth and a little wine [make a sauce which is served] in the sauce boat ; and enjoy it.",VIII,QUADRUPEDS,VII,PIG.
377,ROAST PIG ,"crush pepper, rue, satury, onions, hard yolks of egg, broth, wine, oil, spices; boil these ingredients, pour over the [roast] pig in the sauce pan and serve.",VIII,QUADRUPEDS,VII,PIG.
378,PIG À LA JARDINIÈRE ,"the pig is boned through the throat and filled with quenelles of chicken forcemeat, finely cut [roast] thrushes, fig-peckers, little sausage cakes, made of the pig's meat, lucanian sausage, stoned dates, edible bulbs [glazed onions] snails taken out of the shell [and poached] mallows, leeks, beets, celery, cooked sprouts, coriander, whole pepper, nuts, 15 eggs poured over, broth, which is spiced with pepper, and diluted with 3 eggs; thereupon sew it tight, stiffen, and roast in the oven. when done, open the back [of the pig] and pour over the following sauce: crushed pepper, rue, broth, raisin wine, honey and a little oil, which when boiling is tied with roux .",VIII,QUADRUPEDS,VII,PIG.
379,COLD SAUCE FOR BOILED SUCKLING PIG ,"crush pepper, carraway, dill, little origany, pine nuts, moisten with vinegar, broth , date wine, honey, prepared mustard; sprinkle with a little oil, pepper, and serve.",VIII,QUADRUPEDS,VII,PIG.
380,SMOKED PIG À LA TRAJANUS ,"make thus: bone the pig, treat it as for stewing in wine [℞ no. 375, i.e. marinate for some time in spices, herbs and wine] thereupon hang it in the smoke house  next boil it in salt water and serve thus  on a large platter .",VIII,QUADRUPEDS,VII,PIG.
381,MILK-FED PIG ,"one ounce of pepper, a pint of wine, a rather large glass of the best oil, a glass of broth , and rather less than a glass of vinegar .",VIII,QUADRUPEDS,VII,PIG.
382,BRAISED HARE ,"is parboiled a little in water, thereupon place it on a roasting pan with oil, to be roasted in the oven. and when properly done, with a change of oil, immerse it in the following gravy: crush pepper, satury, onion, rue, celery seed; moisten with broth, laser, wine, and a little oil. while the roasting [of the hare] is being completed it is several times basted with the gravy.",VIII,QUADRUPEDS,VIII,HARE.
383,"THE SAME, WITH A DIFFERENT DRESSING ","[the hare] must be properly kept [i.e. aged for a few days after killing]. crush pepper, dates, laser, raisins, reduced wine, broth and oil; deposit [the hare in this preparation to be cooked] when done, sprinkle with pepper and serve.",VIII,QUADRUPEDS,VIII,HARE.
384,STUFFED HARE ,"whole [pine] nuts, almonds, chopped nuts or beechnuts, whole pepper are mixed with the [force] meat of hare thickened with eggs and wrapped in pig's caul to be roasted in the oven . another forcemeat is made with rue, plenty of pepper, onion, satury, dates, broth, reduced wine, or spiced wine. this is reduced to the proper consistency and is laid under; but the hare remains in the broth flavored with laser.",VIII,QUADRUPEDS,VIII,HARE.
385,WHITE SAUCE FOR HARE ,"pepper, lovage, cumin, celery seed, hard boiled yolks, properly pounded, made into a paste. in a sauce pan boil broth, wine, oil, a little vinegar and chopped onions. while boiling add the paste of spices, stirring with a fagot of origany or satury  and when the work is done, bind it with roux.",VIII,QUADRUPEDS,VIII,HARE.
386,LIGHTS OF HARE ,"a fine hash of hare's blood, liver and lungs. put into a sauce pan broth and oil, and let it boil with finely chopped leeks and coriander; now add the livers and lungs, and, when done, crush pepper, cumin, coriander, laser root, mint, rue, flea-bane, moistened with vinegar .",VIII,QUADRUPEDS,VIII,HARE.
387,"LIGHTS OF HARE, ANOTHER WAY ","to the hare's liver add the blood and pound it with honey and some of the hare's own gravy; add vinegar to taste and put in a sauce pan, add the lungs chopped fine, make it boil: when done bind with roux, sprinkle with pepper and serve.",VIII,QUADRUPEDS,VIII,HARE.
388,HARE IN ITS OWN BROTH ,"prepare the hare, bone it, garnish  put it in a stew pot  and when half done add a small bunch of leeks, coriander, dill; while this is being done, put in the mortar pepper, lovage, cumin, coriander seed, laser root, dry onion, mint, rue, celery seed; crush, moisten with broth, add honey, the hare's own gravy, reduced must and vinegar to taste; let it boil, tie with roux, dress, garnish the roast on a platter, underlay the sauce, sprinkle and serve.",VIII,QUADRUPEDS,VIII,HARE.
389,HARE À LA PASSENIANUS ,"the hare is dressed, boned, the body spread out  garnished [with pickling herbs and spices] and hung into the smoke stack  when it has taken on color, cook it half done, wash it, sprinkle with salt and immerse it in wine sauce. in the mortar put pepper, lovage, and crush: moisten with broth, wine and a little oil, heat; when boiling, bind with roux. now detach the saddle of the roast hare, sprinkle with pepper and serve.",VIII,QUADRUPEDS,VIII,HARE.
390,KROMESKIS OF HARE ,"the hare is cooked and flavored in the same [above] manner; small bits of meat are mixed with soaked nuts; this [salpicon]  is wrapped in caul or parchment, the ends being closed by means of skewers [and fried].",VIII,QUADRUPEDS,VIII,HARE.
391,STUFFED HARE ,"dress the hare [as usual] garnish [marinate] it, place in a square pan . in the mortar put pepper, lovage, origany, moisten with broth, add chicken livers [sauté] cooked brains, finely cut meat  3 raw eggs, broth to taste. wrap it in caul or parchment, fasten with skewers. half roast on a slow fire. [meanwhile] put in the mortar pepper, lovage: crush and moisten with broth, wine, season, make it hot, when boiling bind with roux; the half-done hare immerse [finish its cooking in this broth] sprinkle with pepper and serve.",VIII,QUADRUPEDS,VIII,HARE.
392,BOILED HARE ,"dress the hare; [boil it]. in a flat sauce pan pour oil, broth, vinegar, raisin wine, sliced onion, green rue and chopped thyme [a sauce which is served on the side] and so serve it.",VIII,QUADRUPEDS,VIII,HARE.
393,SPICED SAUCE FOR HARE ,"crush pepper, rue, onions, the hare's liver, broth, reduced wine, raisin wine, a little oil; bind with rue when boiling.",VIII,QUADRUPEDS,VIII,HARE.
394,SPRINKLED HARE ,"dress the hare as for kid à la tarpeius [℞ no. 363]. before cooking decorate it nicely . season with pepper, rue, satury, onion, little thyme, moisten with broth, roast in the oven; and all over sprinkle half an ounce of pepper, rue, onions, satury, 4 dates, and raisins. the gravy is given plenty of color over the open fire, and is seasoned with wine, oil, broth, reduced wine, frequently stirring it [basting the hare] so that it may absorb all the flavor. after that serve it in a round dish with dry pepper.",VIII,QUADRUPEDS,VIII,HARE.
395,SPICED HARE ,"[the well-prepared hare] cook in wine, broth, water, with a little mustard [seed], dill and leeks with the roots. when all is done, season with pepper, satury, round onions, damascus plums, wine, broth, reduced wine and a little oil; tie with roux, let boil a little longer [baste] so that the hare is penetrated by the flavor, and serve it on a platter masked with sauce.",VIII,QUADRUPEDS,VIII,HARE.
396,STUFFED DORMOUSE ,"is stuffed with a forcemeat of pork and small pieces of dormouse meat trimmings, all pounded with pepper, nuts, laser, broth. put the dormouse thus stuffed in an earthen casserole, roast it in the oven, or boil it in the stock pot.",VIII,QUADRUPEDS,IX,DORMOUSE.
397,SAUCE FOR SHELLFISH ,"chopped scallions fried lightly, crush pepper, lovage, carraway, cumin, figdates, honey, vinegar, wine, broth, oil, reduced must; while boiling add mustard.",IX,SEAFOOD,I,SHELLFISH.
398,BROILED LOBSTER ,"makes thus: if broiled, they should appear in their shell; [which is opened by splitting the live lobster in two] season with pepper sauce and coriander sauce [moisten with oil] and broil them on the grill. when they are dry  keep on basting them more and more [with oil or butter] until they are properly broiled .",IX,SEAFOOD,I,SHELLFISH.
399,BOILED LOBSTER WITH CUMIN SAUCE ,"real boiled lobster is cooked with cumin sauce [essence] and, by right, throw in some [whole]  pepper, lovage, parsley, dry mint, a little more whole cumin, honey, vinegar, broth, and, if you like, add some [bay] leaves and malobathron .",IX,SEAFOOD,I,SHELLFISH.
400,ANOTHER LOBSTER DISH--MINCE OF THE TAIL MEAT ,"have leaves ready [in which to wrap the mince croquettes] boil [the lobster] take the cluster of spawn [from under the female's tail, and the coral of the male] thereupon cut fine the [boiled] meat of the tail, and with broth and pepper and the eggs make the croquettes [and fry].",IX,SEAFOOD,I,SHELLFISH.
401,BOILED LOBSTER ,"pepper, cumin, rue, honey, vinegar, broth and oil.",IX,SEAFOOD,I,SHELLFISH.
402,ANOTHER LOBSTER PREPARATION ,"for lobster let us properly employ  pepper, lovage, cumin, mint, rue, nuts, honey, vinegar, broth, and wine.",IX,SEAFOOD,I,SHELLFISH.
403,[A Sauce for] RAY ,"crush pepper, rue, shallots, [adding] honey, broth, raisin wine, a little wine, also a few drops of oil; when it commences to boil, bind with roux.",IX,SEAFOOD,II,RAY.
404,BOILED RAY ,"pepper, lovage, parsley, mint, origany, yolks of egg, honey, broth, raisin wine. wine, and oil. if you wish, add mustard and vinegar, or, if desired richer, add raisins.",IX,SEAFOOD,II,RAY.
405,CALAMARY IN THE PAN ,"crush pepper, rue, a little honey, broth, reduced wine, and oil to taste. when commencing to boil, bind with roux.",IX,SEAFOOD,III,CALAMARY.
406,STUFFED SEPIA ,"pepper, lovage, celery seed, carraway, honey, broth, wine, basic condiments  heat [in water] throw in the cuttlefish; [when done] split, then stuff the cuttlefish  with [the following forcemeat] boiled brains, the strings and skin removed, pound with pepper, mix in raw eggs until it is plenty. whole pepper [to be added]. tie [the filled dish] into little bundles [of linen] and immerse in the boiling stock pot until the forcemeat is properly cooked.",IX,SEAFOOD,IV,CUTTLEFISH.
407,BOILED CUTTLEFISH ,"are placed in a copper kettle with cold [water] and pepper, laser, broth, nuts, eggs, and [any other] seasoning you may wish.",IX,SEAFOOD,IV,CUTTLEFISH.
408,ANOTHER WAY TO COOK CUTTLEFISH ,"pepper, lovage, cumin, green coriander, dry mint, yolks, honey, broth, wine, vinegar, and a little oil. when boiling bind with roux.",IX,SEAFOOD,IV,CUTTLEFISH.
409,POLYPUS ,"[cook with] pepper, lovage, broth, laser, ginger  and serve.",IX,SEAFOOD,V,POLYPUS.
410,OYSTERS ,"to oysters which want to be well seasoned add  pepper, lovage, yolks, vinegar, broth, oil, and wine; if you wish also add honey .",IX,SEAFOOD,VI,OYSTERS.
411,ALL KINDS OF BIVALVES ,"for all kinds of shellfish use pepper, lovage, parsley, dry mint, a little more of cumin, honey, and broth; if you wish, add [bay] leaves and malobathron .",IX,SEAFOOD,VII,ALL KINDS OF BIVALVES.
412,SEA URCHIN ,"to prepare sea urchin take a new earthen pot, a little oil, broth, sweet wine, ground pepper, and set it to heat; when boiling put the urchins in singly. shake them well, let them stew, and when done sprinkle with pepper and serve.",IX,SEAFOOD,VIII,SEA URCHIN.
413,ANOTHER METHOD ,"pepper, a little costmary, dry mint, mead, broth, indian spikenard, and [bay or nard] leaves.",IX,SEAFOOD,VIII,SEA URCHIN.
414,PLAIN BOILED ,"put the sea urchins singly in boiling water, cook, retire, and place on a platter.",IX,SEAFOOD,VIII,SEA URCHIN.
415,IN CHAFING DISH ,"[to the meat of sea urchins, cooked as above, add a sauce made of bay] leaves, pepper, honey, broth, a little oil, bind with eggs in the hot water bath  sprinkle with pepper and serve.",IX,SEAFOOD,VIII,SEA URCHIN.
416,SALT SEA URCHIN ,"[the cooked meat of] salt sea urchin is served up with the best [fish] broth, reduced wine and pepper to taste.",IX,SEAFOOD,VIII,SEA URCHIN.
417,ANOTHER WAY ,"take salt sea urchins, add the best broth and treat them in a manner as to look like fresh that have just come out of the water.",IX,SEAFOOD,VIII,SEA URCHIN.
418,MUSSELS ,"best  broth, finely cut leeks, cumin, raisin wine, must  and add water to make a mixture in which to cook the mussels.",IX,SEAFOOD,IX,MUSSELS.
419,STUFFED SARDINE ,"properly, ought to be treated in this manner: the sardine is boned and filled with crushed flea-bane, several grains of pepper, mint, nuts, diluted with honey, tied or sewed, wrapped in parchment and placed in a flat dish above the steam rising from the stove; season with oil, reduced must and origany .",IX,SEAFOOD,X,SARDINES.
420,ANOTHER PREPARATION OF SARDINES ,"cook and bone the sardines; fill with crushed pepper, lovage, thyme, origany, rue, moistened with date wine, honey; place on a dish, garnish with cut hard eggs. pour over a little wine, vinegar, reduced must, and virgin oil.",IX,SEAFOOD,X,SARDINES.
421,SAUCE FOR SARDINES ,"pepper, origany, mint, onions, a little vinegar, and oil.",IX,SEAFOOD,X,SARDINES.
422,ANOTHER SAUCE FOR SARDINES ,"pepper, lovage, dry mint  cooked, onion [chopped], honey, vinegar, dilute with oil, sprinkle with chopped hard eggs.",IX,SEAFOOD,X,SARDINES.
423,SAUCE FOR BROILED BABY TUNNY ,"pepper, lovage, celery seed, mint, rue, figdate [or its wine] honey, vinegar, wine. also suitable for sardines.",IX,SEAFOOD,X,SARDINES.
424,SAUCE FOR SALT SEA-MULLET ,"pepper, lovage, cumin, onion, mint, rue, sage , date wine, honey, vinegar, mustard and oil.",IX,SEAFOOD,X,SARDINES.
425,ANOTHER SAUCE FOR SALT SEA-MULLET ,"pepper, origany, rocket, mint, rue, sage , date wine, honey, oil, vinegar and mustard.",IX,SEAFOOD,X,SARDINES.
426,"SAUCE FOR CATFISH, BABY TUNNY AND TUNNY ","to make them more tasty use  pepper, lovage, cumin, onions, mint, rue, sage  date wine, honey, vinegar, mustard and oil.",IX,SEAFOOD,X,SARDINES.
427,SAUCE FOR SALT RED MULLET ,"if in need of condiments use  pepper, rue, onions, dates, ground mustard; mix all with [flaked meat of] sea urchins, moisten with oil, and pour over the fish which is either fried or broiled, omitting salt .",IX,SEAFOOD,XII,FISH SAUCES.
428,FISH LIVER PUDDING ,"cook the liver [of the mullet] crush  and add pepper, either broth or salt  add oil, liver of hare, or of lamb  or of chicken, and, if you like, press into a fish mould  [unmould, after baking] sprinkle with virgin oil .",IX,SEAFOOD,XIII,BAIAN SEAFOOD STEW.
429,"ANOTHER WAY, FOR A CHANGE! ","cumin, pepper, broth, which crush, adding a little raisin wine, or reduced wine, and a quantity of crushed nuts. mix everything well, incorporate with the salt  [fish]; mix in a little oil and serve.",IX,SEAFOOD,XIII,BAIAN SEAFOOD STEW.
430,ANOTHER WAY ,"take as much cumin as your five fingers will hold; crush half of that quantity of pepper and one piece of peeled garlic, moisten with broth and mix in a little oil. this will correct and benefit a sour stomach and promote digestion .",IX,SEAFOOD,XIII,BAIAN SEAFOOD STEW.
431,BAIAN SEAFOOD STEW ,"minced [poached] oysters, mussels  [or scallops] and sea nettles put in a sauce pan with toasted nuts, rue, celery, pepper, coriander, cumin, raisin wine, broth, reduced wine and oil.",IX,SEAFOOD,XIII,BAIAN SEAFOOD STEW.
432,A SAUCE FINES HERBES FOR FRIED FISH ,"use any kind of fish. prepare [clean, salt, turn in flour] salt  and fry it. crush pepper, cumin, coriander seed, laser root, origany, and rue, all crushed fine, moistened with vinegar, date wine, honey, reduced must, oil and broth. pour in a sauce pan, place on fire, when simmering pour over the fried fish, sprinkle with pepper and serve.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
433,SAUCE FOR BOILED FISH ,"pepper, lovage, cumin, small onions, origany, nuts, figdates, honey, vinegar, broth, mustard, a little oil; heat this sauce, and if you wish [it to be richer, add] raisins.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
434,ANOTHER SAUCE FOR BOILED FISH ,"crush pepper, lovage, green coriander, satury, onion, [hard] boiled yolks, raisin wine, vinegar, oil and broth.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
435,ANOTHER SAUCE FOR BOILED FISH ,"prepare the fish carefully; in the mortar put salt, coriander seed, crush and mix well; turn the fish therein, put it in a pan, cover it and seal it with plaster  cook it in the oven. when done retire [the fish from the pan] sprinkle with strong vinegar and serve.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
436,ANOTHER SAUCE FOR BOILED FISH ,"when the fish is prepared, put the same in a flat pan with coriander seed, water and green dill; when cooked sprinkle with vinegar and serve .",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
437,ALEXANDRINE SAUCE FOR BROILED FISH ,"pepper, dry onions [shallots] lovage, cumin, origany, celery seed, stoned damascus prunes [pounded in the mortar] filled up  with vinegar, broth, reduced must, and oil, and cook it.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
438,ANOTHER ALEXANDRINE SAUCE FOR BROILED FISH ,"pepper, lovage, green coriander, seedless raisins, wine, raisin wine, broth, oil, cooked together.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
439,ANOTHER ALEXANDRINE SAUCE FOR BROILED FISH ,"pepper, lovage, green coriander, onions, stoned damascus prunes, raisin wine, broth, oil and vinegar, and cook.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
440,SAUCE FOR BROILED CONGER ,"pepper, lovage, crushed cumin, origany, dry onions, hard yolks, wine, mead, vinegar, broth, reduced must, and cook.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
441,SAUCE FOR HORNED FISH ,"pepper, lovage, origany, onions, seedless raisins, wine, honey, vinegar, broth, oil; and cook it",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
442,SAUCE FOR BROILED MULLET ,"pepper, lovage, rue, honey, nuts, vinegar, wine, broth, a little oil; heat and pour over .",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
443,ANOTHER SAUCE FOR BROILED MULLET ,"rue, mint, coriander, fennel,--all of them green--pepper, lovage, honey, broth, and a little oil.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
444,SEASONING FOR BABY TUNNY ,"pepper, lovage, origany, green coriander, onion, seedless raisins , raisin wine, vinegar, broth, reduced must, oil, and cook.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
445,,this sauce is also suitable for boiled [tunny]; if desired add honey.,X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
446,SAUCE FOR PERCH ,"pepper, lovage, crushed cumin, onions, stoned damascus prunes, wine, mead, vinegar, oil, reduced must; cook it.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
447,SEASONING FOR REDSNAPPER ,"pepper, lovage, carraway, wild thyme, celery seed, dry onions, wine, raisin wine, vinegar, broth and oil; bind with roux.",X,THE FISHERMAN,I,DIFFERENT KINDS OF FISH.
448,SAUCE FOR [BROILED] MURENA ,"pepper, lovage, satury, saffron , onions, stoned damascus prunes, wine, mead, vinegar, reduced must and oil; cook it .",X,THE FISHERMAN,II,MURENAS.
449,SAUCE FOR BROILED MURENA ,"pepper, lovage, [stoned] damascus prunes, wine, mead, vinegar, broth, reduced must, oil; cook it.",X,THE FISHERMAN,II,MURENAS.
450,ANOTHER SAUCE FOR BROILED MURENA ,"pepper, lovage, catmint  coriander seed, onions, pine nuts, honey, vinegar, broth, oil; cook it.",X,THE FISHERMAN,II,MURENAS.
451,ANOTHER SAUCE FOR BOILED MURENA ,"pepper, lovage, dill, celery seed, coriander, dry mint, pine nuts, rue, honey, vinegar, wine  broth, a little oil, heat and bind with roux.",X,THE FISHERMAN,II,MURENAS.
452,ANOTHER SAUCE FOR BOILED MURENA ,"pepper, lovage, carraway, celery seed  coriander, figdates, mustard, honey, vinegar, broth, oil, reduced wine.",X,THE FISHERMAN,II,MURENAS.
453,ANOTHER SAUCE FOR BOILED MURENA ,"pepper, lovage, vinegar, celery seed, syrian sumach  figdate wine, honey, vinegar, broth, oil, mustard, and reduced must. serve .",X,THE FISHERMAN,II,MURENAS.
454,SAUCE FOR BOILED FISH ,"pepper, lovage, parsley, origany, dry onions, honey, vinegar, broth, wine, a little oil, when boiling, tie with roux and serve in a small sauce boat .",X,THE FISHERMAN,II,MURENAS.
455,SAUCE FOR BOILED LACERTUS FISH ,"pepper, lovage, cumin, green rue, onions, honey, vinegar, broth, a little oil; when boiling tie with roux .",X,THE FISHERMAN,II,MURENAS.
456,SAUCE FOR BROILED FISH ,"a sauce for [this] broiled fish make thus  pepper, lovage, thyme, green coriander, honey, vinegar, broth, wine, oil, reduced must; heat and stir well with a whip of rue branches, and tie with roux.",X,THE FISHERMAN,II,MURENAS.
457,SAUCE FOR TUNNY ,"tunny, by means of this sauce will be more palatable:  pepper, cumin, thyme, coriander, onions, raisins, vinegar, honey, wine, and oil; heat, tie with roux, and serve for dinner .",X,THE FISHERMAN,II,MURENAS.
458,SAUCE FOR BOILED TUNNY ,"pepper, lovage, thyme, crushed herbs , onions, fig dates [or fig wine] honey, vinegar, broth, oil, mustard and tie .",X,THE FISHERMAN,II,MURENAS.
459,SAUCE FOR BROILED TOOTH FISH ,"sauce for broiled tooth  fish is made thus  pepper, lovage, coriander, mint, dry rue, cooked quinces , honey, wine, broth, oil; heat and tie with roux.",X,THE FISHERMAN,II,MURENAS.
460,BOILED TOOTHFISH ,"pepper, dill, cumin, thyme, mint, green rue, honey, vinegar, broth, wine, a little oil, heat and tie with roux.",X,THE FISHERMAN,II,MURENAS.
461,SAUCE FOR DORY ,"a seasoning for dory is made thus  pepper, lovage, carraway, origany, rue berries, mint, myrtle berries, yolks of egg, honey, vinegar, oil, wine, broth; heat and use it so.",X,THE FISHERMAN,II,MURENAS.
462,SAUCE FOR BROILED DORY. ,"a sauce which will make broiled dory more tasty consists of  pepper, coriander, dry mint, celery seed, onions, raisins, honey, vinegar, wine, broth and oil.",X,THE FISHERMAN,II,MURENAS.
463,SAUCE FOR SEA SCORPION ,"pepper, carraway, parsley, figdate wine, honey, vinegar, broth, mustard, oil and reduced wine.",X,THE FISHERMAN,II,MURENAS.
464,WINE SAUCE FOR FISH ,"crush pepper, rue, and honey; mix in raisin wine, broth, reduced wine; heat on a very slow fire.",X,THE FISHERMAN,II,MURENAS.
465,ANOTHER WAY ,"the above, when boiling, may be tied with roux.",X,THE FISHERMAN,II,MURENAS.
466,SAUCE FOR EEL ,"eel will be made more palatable by a sauce which has  pepper, celery seed, lovage , anise, syrian sumach , figdate wine , honey, vinegar, broth, oil, mustard, reduced must.",X,THE FISHERMAN,III,EEL.
467,ANOTHER SAUCE FOR EEL ,"pepper, lovage, syrian sumach, dry mint, rue berries, hard yolks, mead, vinegar, broth, oil; cook it.",X,THE FISHERMAN,III,EEL.
468,A CASSEROLE OF VEGETABLE AND CHICKEN ,"arrange different kinds of cooked vegetables in a casserole with [cooked] chicken interspersed, if you like; season with broth and oil, set to boil. next crush a little pepper and leaves, and mix an egg in with the dressing [add this to the vegetables] press [into the casserole, eliminating the juice] .",,SUMMARY OF DISHES,I,CASSEROLE OF VEGETABLES AND CHICKEN
469,"THE SAME, WITH ANOTHER DRESSING, A CABBAGE _CHARTREUSE_ ","crush whatever quantity of leaves is required with chervil and one and a quarter part of laurel berries, a medium-sized boiled cabbage, coriander leaves, dissolve with its own juice, steam in the hot ashes, but first place in a mould [when stiff unmould on a platter] decorate, pour under a well-seasoned sauce, and so serve .",,SUMMARY OF DISHES,I,CASSEROLE OF VEGETABLES AND CHICKEN
470,A STUFFED CHARTREUSE ,"[take cooked] mallows, leeks, beets, or cooked cabbage sprouts [shoots or tender strunks] thrushes [roast] and quenelles of chicken, tidbits of pork or squab chicken and other similar shreds of fine meats that may be available; arrange everything alternately in layers [in a mould or in a casserole]. crush pepper and lovage with 2 parts of old wine, 1 part broth, 1 part honey and a little oil. taste it; and when well mixed and in due proportions put in a sauce pan and allow to heat moderately; when boiling add a pint of milk in which [about eight] eggs have been dissolved; [next] pour [this spiced custard] over [the layers of vegetables and meats, heat slowly without allowing to boil] and when congealed serve [either in the casserole, or carefully unmould the dish on a service platter] .",,SUMMARY OF DISHES,II,STUFFED CHARTREUSE
471,BRAISED CUTLETS ,"place the meat in a stew pan, add one pound  of broth, a like quantity of oil, a trifle of honey, and thus braise .",,SUMMARY OF DISHES,III,BRAISED CUTLETS
472,ROAST MEAT BALLS ,"meatballs [previously sauté], carefully prepared, arrange in a shallow stew pan and braise them in wine sauce; afterwards serve them in the same sauce or gravy, sprinkled with pepper.",,SUMMARY OF DISHES,IV,ROAST MEAT BALLS
473,GLAZED CUTLETS ,the meat pieces are braised  in broth and are glazed  with hot honey  and thus served.,,SUMMARY OF DISHES,V,GLAZED CUTLETS
474,MEAT BALLS WITH LASER ,"laser, ginger, cardamom, and a dash of broth; crush this all, mix well, and cook the meat ball therein .",,SUMMARY OF DISHES,VI,MEAT BALLS WITH LASER
475,SEA-SCORPION WITH TURNIPS ,"cook [the fish] in broth and oil, retire when half done: soak boiled turnips, chop very fine and squeeze them in your hands so that they have no more moisture in them; then combine them with the fish and let them simmer with plenty of oil: and while this cooks, crush cumin, half of that amount of laurel berries, and, because of the color, add saffron; bind with rice flour to give it the right consistency. add a dash of vinegar and serve.",,SUMMARY OF DISHES,VII,SEA SCORPION WITH TURNIPS
476,"[Sauce for] ANY KIND OF FISH, FRIED MAKE THUS: ","crush pepper, coriander seed, laser root, origany, rue, figdates, moisten with vinegar, oil, broth, adding reduced must, all this prepare and mix carefully, place in small casserole to heat. when thoroughly heated, pour over the fried fish, sprinkle with pepper and serve.",,SUMMARY OF DISHES,VIII,"ANY KIND OF FISH, FRIED"
477,[Sauce for] SAME FRIED FISH MAKE THUS: ,"crush pepper, lovage , laurel berries, coriander, and moisten with honey, broth , wine, raisin wine, or reduced spiced wine; cook this on a slow fire, bind with rice flour and serve.",,SUMMARY OF DISHES,IX,FRIED FISH
478,[Sauce for] ROAST FISH ,"crush pepper, lovage, satury, dry onions, moisten with vinegar, add figdates, dill, yolks of egg, honey, vinegar, broth, oil, reduced must; all this mix thoroughly and underlay [the fish with it].",,SUMMARY OF DISHES,X,ROAST [Grilled] FISH
479,FISH AND WINE SAUCE ,"fry the fish; crush pepper, lovage, rue, green herbs, dry onions, add oil [wine] broth and serve.",,SUMMARY OF DISHES,XI,FRIED FISH AND WINE SAUCE
480,[Cold Sauce for] SARDINES MAKE THUS: ,"crush pepper, lovage seed, origany, dry onions, hard boiled yolks, vinegar, oil; this must be combined into one  and underlaid.",,SUMMARY OF DISHES,XII,"SARDINES, BABY TUNNY, WHITING"
481,FISH STEWED IN WINE ,"raw fish any kind you prefer, wash [prepare, cut into handy size] arrange in a sauce pan; add oil, broth, vinegar, a bunch of leeks and [fresh] coriander, and cook: [meanwhile] crush pepper, origany, lovage with the bunches of leeks and coriander which you have cooked [with the fish] and pour [this preparation] into the sauce pan. [when the fish is done, retire it and arrange the pieces in the serving dish, casserole, bowl or platter] bring the residue in the sauce pan to a boiling point, allow it to reduce slowly to the right consistency [strain the sauce of the fish] sprinkle with pepper and serve.",,SUMMARY OF DISHES,XIII,FISH STEWED IN WINE
482,MULLET STEWED WITH DILL MAKE THUS: ,"prepare the fish [clean, wash, trim, cut into pieces] and place in a sauce pan, adding oil, broth, wine, bunches of leeks, [fresh] coriander, [fresh dill]; place on fire to cook. [meanwhile] put pepper in the mortar, pound it, add oil, and one part of vinegar and raisin wine to taste. [this preparation] transfer into a sauce pan, place on the fire to heat, tie with roux, add to the fish in the sauce pan. sprinkle with pepper and serve.",,SUMMARY OF DISHES,XIV,STEWED MULLET WITH DILL
